ID,Title,Content,Excerpt,Date,"Post Type",Permalink,URL,Title,Caption,Description,"Alt Text",Featured,URL,"Product Categories",Status,Slug,Order,"Comment Status","Ping Status","Post Modified Date","Product Group ID","Product Group Name","Category ID","Category Name","Subcategory ID","Subcategory Name","Part Type ID","Part Type Name","SubPart ID","SupPart Name","Long Description","Sales Description","Product Categories"
22095,"Pro Comp 35 Series Predator Matte Graphite Alloy Wheels",,,"2021-06-18 20:34:15",product-group,http://transamericanautoparts.local/products/pro-comp-35-series-predator-matte-graphite-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-35-series-predator-matte-graphite-alloy-wheels,0,open,open,"2021-06-29 11:38:41",19890,"Pro Comp 35 Series Predator Matte Graphite Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value;Pro Comp Alloy Wheels combine head turning style, light weight, durable finish in black, black powder coat chrome and polished. Pro Comp Alloys also incorporate a high offset brake clearance for todays Jeeps;Bolt pattern: 5 and 6;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","State Of the art low pressure casting technology;Light weight;Durable finish;High offset brake clearance","Wheels>Alloy Wheels"
22096,"Pro Comp 35 Series Predator Satin Black Alloy Wheels",,,"2021-06-18 20:34:15",product-group,http://transamericanautoparts.local/products/pro-comp-35-series-predator-satin-black-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-35-series-predator-satin-black-alloy-wheels,0,open,open,"2021-06-29 11:39:25",9279,"Pro Comp 35 Series Predator Satin Black Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value;Wheel Size: 17 and 18 inch Diameter;Bolt pattern: 5 and 6 Lug Design;Finish: Satin Black;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value. Pro Comp Alloy Wheels combine head turning style, light weight, durable finish in black, black powder coat chrome and polished. Pro Comp Alloys also incorporate a high offset brake clearance for todays performance trucks and sport utility vehicles.","Wheels>Alloy Wheels"
22097,"Pro Comp 52 Series Rock Crawler Steel Wheels",,,"2021-06-18 20:34:15",product-group,http://transamericanautoparts.local/products/pro-comp-52-series-rock-crawler-steel-wheels/,,,,,,,,"Wheels>Steel Wheels",publish,pro-comp-52-series-rock-crawler-steel-wheels,0,open,open,"2021-06-29 11:39:03",9310,"Pro Comp 52 Series Rock Crawler Steel Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"The Rock Crawler Type 52 wheel is an economical as well as functional alternative to the more expensive aluminum wheels;Wheel Size: 15, 16 and 17 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Finish: Black;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comps Rock Crawler Xtreme Series 52 Gloss Black Steel wheels come in sizes and back spacing that fit your needs. The Rock Crawler Xtreme Wheels use the finest materials along with a durable gloss black powder coating and state-of-the-art production equipment to produce a superior steel wheel. Made in the USA. NOTE: Center cap and lug nuts sold separately.","Wheels>Steel Wheels"
22098,"Pro Comp 36 Series Hell Dorado Machined Alloy Wheels",,,"2021-06-18 20:34:15",product-group,http://transamericanautoparts.local/products/pro-comp-36-series-hell-dorado-machined-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-36-series-hell-dorado-machined-alloy-wheels,0,open,open,"2021-06-29 11:39:25",9273,"Pro Comp 36 Series Hell Dorado Machined Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value;Wheel Size: 17 inch Diameter;Bolt pattern: 5 and 6 Lug Design;Finish: Machined;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value. Pro Comp Alloy Wheels combine head turning style, light weight, durable finish in black, black powder coat, chrome and polished. Pro Comp Alloys also incorporate a high offset brake clearance for todays performance trucks and sport utility vehicles. - Center Cap Part Number PXA603665500","Wheels>Alloy Wheels"
22099,"Pro Comp 36 Series Hell Dorado Matte Black Alloy Wheels",,,"2021-06-18 20:34:15",product-group,http://transamericanautoparts.local/products/pro-comp-36-series-hell-dorado-matte-black-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-36-series-hell-dorado-matte-black-alloy-wheels,0,open,open,"2021-06-29 11:37:15",9299,"Pro Comp 36 Series Hell Dorado Matte Black Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value;Wheel Size: 17, 18 and 20 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Finish: Black;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value. Pro Comp Alloy Wheels combine head turning style, light weight, durable finish in black, black powder coat, chrome and polished. Pro Comp Alloys also incorporate a high offset brake clearance for todays performance trucks and sport utility vehicles.","Wheels>Alloy Wheels"
22100,"Pro Comp 39 Series Inertia Alloy Wheels",,,"2021-06-18 20:34:15",product-group,http://transamericanautoparts.local/products/pro-comp-39-series-inertia-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-39-series-inertia-alloy-wheels,0,open,open,"2021-06-29 11:39:26",9283,"Pro Comp 39 Series Inertia Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value;Wheel Size: 17 and 20 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Finish: Satin Black with Stainless Steel Bolts;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value. Pro Comp Alloy Wheels combine head turning style, light weight, durable finish in black, black powder coat chrome and polished. Pro Comp Alloys also incorporate a high offset brake clearance for todays performance trucks and sport utility vehicles.","Wheels>Alloy Wheels"
22101,"Pro Comp 40 Series Vertigo Matte Graphite Alloy Wheels",,,"2021-06-18 20:34:15",product-group,http://transamericanautoparts.local/products/pro-comp-40-series-vertigo-matte-graphite-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-40-series-vertigo-matte-graphite-alloy-wheels,0,open,open,"2021-06-29 11:39:24",9271,"Pro Comp 40 Series Vertigo Matte Graphite Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value;Wheel Size: 17, 18 and 20 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Finish: Dark Gray with Black Lip;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value. Pro Comp Alloy Wheels combine head turning style, light weight, durable finish in black, black powder coat chrome and polished. Pro Comp Alloys also incorporate a high offset brake clearance for todays performance trucks and sport utility vehicles.","Wheels>Alloy Wheels"
22102,"Pro Comp 40 Series Vertigo Satin Black Milled Alloy Wheels",,,"2021-06-18 20:34:15",product-group,http://transamericanautoparts.local/products/pro-comp-40-series-vertigo-satin-black-milled-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-40-series-vertigo-satin-black-milled-alloy-wheels,0,open,open,"2021-06-29 11:39:26",9284,"Pro Comp 40 Series Vertigo Satin Black Milled Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value.;Wheel Size: 17, 18 and 20 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Finish: Satin Black and Milled;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value. Pro Comp Alloy Wheels combine head turning style, light weight, durable finish in black, black powder coat chrome and polished. Pro Comp Alloys also incorporate a high offset brake clearance for todays performance trucks and sport utility vehicles.","Wheels>Alloy Wheels"
22103,"Pro Comp 41 Series Phaser Machined Face Alloy Wheels",,,"2021-06-18 20:34:15",product-group,http://transamericanautoparts.local/products/pro-comp-41-series-phaser-machined-face-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-41-series-phaser-machined-face-alloy-wheels,0,open,open,"2021-06-29 11:39:25",9275,"Pro Comp 41 Series Phaser Machined Face Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value;Wheel Size: 17, 18 and 20 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Finish: Machine Black with Stainless Steel Bolts;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value. Pro Comp Alloy Wheels combine head turning style, light weight, durable finish in black, black powder coat chrome and polished. Pro Comp Alloys also incorporate a high offset brake clearance for todays performance trucks and sport utility vehicles.","Wheels>Alloy Wheels"
22104,"Pro Comp 97 Series Rock Crawler Steel Wheels",,,"2021-06-18 20:34:15",product-group,http://transamericanautoparts.local/products/pro-comp-97-series-rock-crawler-steel-wheels/,,,,,,,,"Wheels>Steel Wheels",publish,pro-comp-97-series-rock-crawler-steel-wheels,0,open,open,"2021-06-29 11:39:02",9312,"Pro Comp 97 Series Rock Crawler Steel Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"The Xtreme Wheels use the finest materials along with state-of-the-art production equipment to produce a superior steel Jeep Wheel;Wheel Size: 15, 16 and 17 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Finish: Black;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comps Rock Crawler Series 97 Black Monster Mod Wheels come with a powder coat finish. The Xtreme Wheels use the finest materials along with state-of-the-art production equipment to produce a superior steel wheel. NOTE: Center cap and lug nuts sold separately.","Wheels>Steel Wheels"
22105,"Pro Comp 41 Series Phaser Satin Black Alloy Wheels",,,"2021-06-18 20:34:15",product-group,http://transamericanautoparts.local/products/pro-comp-41-series-phaser-satin-black-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-41-series-phaser-satin-black-alloy-wheels,0,open,open,"2021-06-29 11:39:26",9280,"Pro Comp 41 Series Phaser Satin Black Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value;Wheel Size: 17, 18 and 20 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Finish: Satin Black with Stainless Steel Bolts;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value. Pro Comp Alloy Wheels combine head turning style, light weight, durable finish in black, black powder coat chrome and polished. Pro Comp Alloys also incorporate a high offset brake clearance for todays performance trucks and sport utility vehicles.","Wheels>Alloy Wheels"
22106,"Pro Comp 42 Series Blockade Gloss Black Milled Alloy Wheels",,,"2021-06-18 20:34:15",product-group,http://transamericanautoparts.local/products/pro-comp-42-series-blockade-gloss-black-milled-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-42-series-blockade-gloss-black-milled-alloy-wheels,0,open,open,"2021-06-29 11:37:18",28904,"Pro Comp 42 Series Blockade Gloss Black Milled Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"The Pro Comp Blockade is designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value;Bolt pattern: 5, 6 and 8 Lug Design;Pro Comp Alloys are amongst the highest load rated wheels in the industry, ranging from 2500 LBS to 3650 LBS per wheel;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""",,"Wheels>Alloy Wheels"
22107,"Pro Comp 43 Series Sledge Satin Black Milled Alloy Wheels",,,"2021-06-18 20:34:15",product-group,http://transamericanautoparts.local/products/pro-comp-43-series-sledge-satin-black-milled-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-43-series-sledge-satin-black-milled-alloy-wheels,0,open,open,"2021-06-29 11:37:01",28903,"Pro Comp 43 Series Sledge Satin Black Milled Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"The Pro Comp Sledge is designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value; Pro Comp Alloys are amongst the highest load rated wheels in the industry, ranging from 2500 LBS to 3650 LBS per wheel;Wheel Size: 17 and 20 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""",,"Wheels>Alloy Wheels"
22108,"Pro Comp 44 Series Syndrome Matte Graphite Alloy Wheels",,,"2021-06-18 20:34:15",product-group,http://transamericanautoparts.local/products/pro-comp-44-series-syndrome-matte-graphite-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-44-series-syndrome-matte-graphite-alloy-wheels,0,open,open,"2021-06-29 11:37:18",28900,"Pro Comp 44 Series Syndrome Matte Graphite Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"The Pro Comp Syndrome is designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value;Pro Comp Alloys are amongst the highest load rated wheels in the industry, ranging from 2500 LBS to 3650 LBS per wheel;Bolt pattern: 5 and 6 lug design;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""",,"Wheels>Alloy Wheels"
22109,"Pro Comp 44 Series Syndrome Satin Black Alloy Wheels",,,"2021-06-18 20:34:15",product-group,http://transamericanautoparts.local/products/pro-comp-44-series-syndrome-satin-black-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-44-series-syndrome-satin-black-alloy-wheels,0,open,open,"2021-06-29 11:37:18",28901,"Pro Comp 44 Series Syndrome Satin Black Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"The Pro Comp Syndrome is designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value;Pro Comp Alloys are amongst the highest load rated wheels in the industry, ranging from 2500 LBS to 3650 LBS per wheel;Bolt pattern: 5 and 6;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""",,"Wheels>Alloy Wheels"
22110,"Pro Comp 45 Series Proxy Alloy Wheels",,,"2021-06-18 20:34:15",product-group,http://transamericanautoparts.local/products/pro-comp-45-series-proxy-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-45-series-proxy-alloy-wheels,0,open,open,"2021-06-29 11:37:18",28902,"Pro Comp 45 Series Proxy Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"The Pro Comp Proxy is designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value;Pro Comp Alloys are amongst the highest load rated wheels in the industry, ranging from 2500 LBS to 3650 LBS per wheel;Bolt pattern: 5, 6 and 8 Lug Design;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""",,"Wheels>Alloy Wheels"
22111,"Pro Comp 46 Series Prodigy Alloy Wheels",,,"2021-06-18 20:34:15",product-group,http://transamericanautoparts.local/products/pro-comp-46-series-prodigy-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-46-series-prodigy-alloy-wheels,0,open,open,"2021-06-29 11:38:08",prod1600148,"Pro Comp 46 Series Prodigy Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Pro Comp Prodigy Series 46 Alloy Wheels combine head turning style, light weight, a brilliant satin black finish, and high offset brake clearance to meet the demanding standards of today's Jeep owners; Wheel Size: 17, 18 and 20 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Finish: Satin Black;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value. Pro Comp Alloy Wheels combine head turning style, light weight, durable finish in black, black powder coat, chrome and polished. Pro Comp Alloys also incorporate a high offset brake clearance for todays performance trucks and sport utility vehicles.","Wheels>Alloy Wheels"
22112,"Pro Comp 48 Series Quick 8 Alloy Wheels",,,"2021-06-18 20:34:18",product-group,http://transamericanautoparts.local/products/pro-comp-48-series-quick-8-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-48-series-quick-8-alloy-wheels,0,open,open,"2021-06-29 11:36:05",prod1160038,"Pro Comp 48 Series Quick 8 Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value;Wheel Size: 20 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Finish: Satin Black Milled;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","The Pro Comp Quick 8 is designed using state-of-the-art low-pressure-casting technology providing unsurpassed wheel strength, style and value. Pro Comp Alloys are amongst the highest load rated wheels in the industry, ranging from 2500 lbs to 3650 lbs per wheel. Pro Comp Alloy wheels combine a light weight, head turning style available in a wide range of finishes and offer the pro comp promise; the only transferable warranty in the industry.","Wheels>Alloy Wheels"
22113,"Pro Comp 50 Series 10 Gauge Chrome Alloy Wheels",,,"2021-06-18 20:34:18",product-group,http://transamericanautoparts.local/products/pro-comp-50-series-10-gauge-chrome-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-50-series-10-gauge-chrome-alloy-wheels,0,open,open,"2021-06-29 11:39:26",9289,"Pro Comp 50 Series 10 Gauge Chrome Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value;Wheel Size: 20 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Finish: Chrome;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value. Pro Comp Alloy Wheels combine head turning style, light weight, durable finish in black, black powder coat chrome and polished. Pro Comp Alloys also incorporate a high offset brake clearance for todays performance trucks and sport utility vehicles.","Wheels>Alloy Wheels"
22114,"Pro Comp 50 Series 10 Gauge Satin Black Alloy Wheels",,,"2021-06-18 20:34:18",product-group,http://transamericanautoparts.local/products/pro-comp-50-series-10-gauge-satin-black-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-50-series-10-gauge-satin-black-alloy-wheels,0,open,open,"2021-06-29 11:39:26",9281,"Pro Comp 50 Series 10 Gauge Satin Black Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value;Wheel Size: 20 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Finish: Satin Black;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value. Pro Comp Alloy Wheels combine head turning style, light weight, durable finish in black, black powder coat chrome and polished. Pro Comp Alloys also incorporate a high offset brake clearance for todays performance trucks and sport utility vehicles.","Wheels>Alloy Wheels"
22115,"Pro Comp 51 Series District Chrome Alloy Wheels",,,"2021-06-18 20:34:18",product-group,http://transamericanautoparts.local/products/pro-comp-51-series-district-chrome-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-51-series-district-chrome-alloy-wheels,0,open,open,"2021-06-29 11:27:59",9290,"Pro Comp 51 Series District Chrome Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value;Wheel Size: 20 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Finish: Chrome;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value. Pro Comp Alloy Wheels combine head turning style, light weight, durable finish in black, black powder coat chrome and polished. Pro Comp Alloys also incorporate a high offset brake clearance for todays performance trucks and sport utility vehicles.","Wheels>Alloy Wheels"
22116,"Pro Comp 51 Series District Gloss Black Machined Alloy Wheels",,,"2021-06-18 20:34:18",product-group,http://transamericanautoparts.local/products/pro-comp-51-series-district-gloss-black-machined-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-51-series-district-gloss-black-machined-alloy-wheels,0,open,open,"2021-06-29 11:34:40",9304,"Pro Comp 51 Series District Gloss Black Machined Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value;Wheel Size: 20 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Finish: Black with Machined;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value. Pro Comp Alloy Wheels combine head turning style, light weight, durable finish in black, black powder coat chrome and polished. Pro Comp Alloys also incorporate a high offset brake clearance for todays performance trucks and sport utility vehicles.","Wheels>Alloy Wheels"
22117,"Pro Comp 60 Series Hammer Alloy Wheels",,,"2021-06-18 20:34:18",product-group,http://transamericanautoparts.local/products/pro-comp-60-series-hammer-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-60-series-hammer-alloy-wheels,0,open,open,"2021-06-18 20:34:18",prod1160039,"Pro Comp 60 Series Hammer Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,,,"Wheels>Alloy Wheels"
22118,"Pro Comp 252 Series Street Lock Steel Wheels",,,"2021-06-18 20:34:18",product-group,http://transamericanautoparts.local/products/pro-comp-252-series-street-lock-steel-wheels/,,,,,,,,"Wheels>Steel Wheels",publish,pro-comp-252-series-street-lock-steel-wheels,0,open,open,"2021-06-29 11:36:52",9308,"Pro Comp 252 Series Street Lock Steel Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Rock Crawler, Gloss Black Street Lock wheels are proven strong on MOABs hard-core Terrain;A smooth rolled heavy-duty outer ring is welded 360 degrees to its rim making the wheels outer lip super strong to withstand the most severe off-road punishment against rocks and rough terrain ;Wheel Size: 15 and 16 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Finish: Black;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comp Rock Crawler Xtreme Series 252 Gloss Black Steel wheels come in an array of sizes and back spacings that fit your needs. The Rock Crawler Xtreme Wheels use the finest materials along with a durable gloss or flat black powder coating and state-of-the-art production equipment to produce a superior steel wheel. NOTE: Center cap and lug nuts sold separately.","Wheels>Steel Wheels"
22119,"Pro Comp Xtreme Rock Crawler Series 99 Steel Wheels",,,"2021-06-18 20:34:18",product-group,http://transamericanautoparts.local/products/pro-comp-xtreme-rock-crawler-series-99-steel-wheels/,,,,,,,,"Wheels>Steel Wheels",publish,pro-comp-xtreme-rock-crawler-series-99-steel-wheels,0,open,open,"2021-06-29 11:39:02",9314,"Pro Comp Xtreme Rock Crawler Series 99 Steel Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Wheel Size: 15 inch Diameter;Bolt pattern: 5 Lug Design;Finish: Chrome;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Xtreme construction sets a new standard in the steel wheel industry! With thicker welds and extremely close tolerances, these heavy duty steel wheels provide great looks and the superior performance required of today s hardcore 4 wheel drive enthusiast. Center caps are not included on steel wheels and are sold with parts #5451K for Wrangler and #5553K for CJ.Rock Crawler Xtreme Steel Monster Mod come with a black powder finish. The Xtreme Wheels use the finest materials along with state-of-the-art production equipment to produce a superior steel wheel. Made in the USA. Center cap and lug nuts sold separately.","Wheels>Steel Wheels"
